File_Name,no_of_images,Base_Call_no,Call_no_letter,Call_no_number,Item_number,Series,Main_Entry,Dates_Covered,Dates_Written,Places,Language,Summary_Notes,Arrangement,Item_dateYear,Filing_year,Month,Day,Item_Title,no_pages,no_pieces,Abstract_Summary_of_item,placeTerm,Additional_Notes,Metadata,Sarah_Proofing_Notes,recpt,fulldate
ksrl_sc_ms23_W.5F.2_001.TIF & ksrl_sc_ms23_W.5F.2_002.TIF,2,MS23,W,5F,2,"Rossetti, William Michael, 1829-1919","Marillier, H. C. (Henry Currie), 1865-1951","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1899 or earlier,1899,,,Letter from H. C. Marillier to Dear Rossetti [William Michael Rossetti],1,1,"[before 1899?], Kelmscott House, Upper Mall, Hammersmith; Begins: ""Can you tell me from memory whom the initials 'G. G. H.' would represent?""",England--London,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1905-03-13
ksrl_sc_ms23_W.5F.3_001.TIF & ksrl_sc_ms23_W.5F.3_002.TIF,2,MS23,W,5F,3,"Rossetti, William Michael, 1829-1919","Bell, Mackenzie, 1856-1930","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1897,1897,8,11,Letter from Mackenzie Bell to William Michael Rossetti,1,1,"1897 Aug 11, 33, Carlton Road, Putney, S. W.; Subject: concerning a facsimile of a manuscript page of one of Christina Rossetti's devotional works.",England--London,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1897-08-11
ksrl_sc_ms23_W.5F.4_001.TIF & ksrl_sc_ms23_W.5F.4_002.TIF,2,MS23,W,5F,4,"Rossetti, William Michael, 1829-1919","Spielmann, M. H. (Marion Harry), 1858-1948","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1899,1899,11,27,Letter from M. H. Spielmann to William Michael Rossetti,2,1,"1899 Nov 27, Magazine of Art, La Belle Sauvage, Ludgate Hill, London, E.C.; Begins: ""I am much obliged to you for your article, so promptly sent—""",England--London,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1899-11-27
ksrl_sc_ms23_W.5X.1_001.TIF & ksrl_sc_ms23_W.5X.1_002.TIF,2,MS23,W,5X,1,"Rossetti, William Michael, 1829-1919","Tennyson, Alfred Tennyson, Baron, 1809-1892","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1865?,1865,12,18,"Fragment: Writing sample, ""For Mr. Jones""",1,1,"Text Fragment: ""For Mr Jones"" with note in another hand that ""This is as written by Mr. Tennyson, Dec: 18. 1865""",,Provenance: Unspecified,Y,,,1865-12-18
ksrl_sc_ms23_W.5X.2_001.TIF & ksrl_sc_ms23_W.5X.2_002.TIF,2,MS23,W,5X,2,"Rossetti, William Michael, 1829-1919","Whitman, Walt, 1819-1892","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,no date,,,,Envelope fragment addressed to Wm M Rossetti,1,1,"With partial Camden postmark visible, with pencil note on verso reading ""Walt Whitman.""",England--London,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",
ksrl_sc_ms23_W.5X.3_001.TIF & ksrl_sc_ms23_W.5X.3_002.TIF,2,MS23,W,5X,3,"Rossetti, William Michael, 1829-1919","Watts, George Frederick, 1817-1904","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1891,1891,12,4,Envelope addressed to William Rossetti,1,1,"With Guilford postmark visible and pencil notation ""G. F. Watts, R. A.""",,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1891-12-04
ksrl_sc_ms23_W.5X.4_001.TIF & ksrl_sc_ms23_W.5X.4_002.TIF,2,MS23,W,5X,4,"Rossetti, William Michael, 1829-1919","Stephens, Frederic George, 1828-1907","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1890-1907?,1890,,,Wrapper addressed to W. M. Rossetti and signed by F. G. Stephens,1,1,Wrapper only.,,Provenance: Unspecified,Y,,"Rosetti, William Michael, 1829-1919",1905-03-04
ksrl_sc_ms23_W.5X.5_001.TIF & ksrl_sc_ms23_W.5X.5_002.TIF,2,MS23,W,5X,5,"Rossetti, William Michael, 1829-1919","Adams, Charles Francis, 1807-1886","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1886 or earlier,1886,,,Fragment containing autograph,2,1,Autograph only.,,Provenance: Unspecified,Y,,,1905-02-28
ksrl_sc_ms23_W.5X.6_001.TIF & ksrl_sc_ms23_W.5X.6_002.TIF,2,MS23,W,5X,6,"Rossetti, William Michael, 1829-1919","Channell, W. P. [?]","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,no date,,,,Fragment containing autograph,1,1,Fragment containing closing salutation and autograph,,Provenance: Unspecified,Y,,,
ksrl_sc_ms23_W.5X.7_001.TIF & ksrl_sc_ms23_W.5X.7_002.TIF,2,MS23,W,5X,7,"Rossetti, William Michael, 1829-1919",Erroll [?],"1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,no date,,,,Fragment containing autograph,2,1,Fragment containing closing salutation and autograph,,Provenance: Unspecified,Y,,,
ksrl_sc_ms23_W.6.1_001.TIF & ksrl_sc_ms23_W.6.1_002.TIF,2,MS23,W,6,1,"Rossetti, William Michael, 1829-1919","Absolon, John, 1815-1895.","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,[1858?],1858,1,19,Letter to William Michael Rossetti,1,1,"[1858 Jan 19 in pencil]; Subject: My 3 .drawings in the American exhibition not returned in December. I need them at once: one is sold. Marked ""Absolon the water-colour Painter."" Annotator probably W. M. Rossetti.",,"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",Y,,"Rosetti, William Michael, 1829-1919",1858-01-19
ksrl_sc_ms23_W.6.2_001.TIF & ksrl_sc_ms23_W.6.2_002.TIF & ksrl_sc_ms23_W.6.2_003.TIF,3,MS23,W,6,2,"Rossetti, William Michael, 1829-1919","Anthony. [Probably Mark Anthony, 1817-1886]","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,[1857?],1857,8,2,Letter to William Michael Rossetti,2,1,"[1857 Aug 25 in pencil]; Begins: ""I return the paper [?] filled up [...] "" Green[?] had the two pictures; no need to send the large one. I'm exhausted. Venice was too hot to work in; but much taken with the Swiss mountains. [Top half only of sheet.]
Marked ""Anthony the Landscape-painter"" Annotator probably W. M. Rossetti.",,"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",Y,,"Rosetti, William Michael, 1829-1919",1857-08-02
ksrl_sc_ms23_W.6.3_001.TIF & ksrl_sc_ms23_W.6.3_002.TIF,2,MS23,W,6,3,"Rossetti, William Michael, 1829-1919","Bennett, William [?1811-1871]","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1858,1858,7,17,Letter to William Michael Rossetti,2,1,"1858 July 17, Hardwick Inn, Derby'e [Derbyshire]; Summary: Your letter sent to me here; thanks for 36 pounds for the ""Forest scene"" sold at Philadelphia; you had not told me of the other at Boston. Will write to Ruxton for Instructions. Marked ""Bennett, Water-colour Landscapist."" Annotator probably W. M. Rossetti.",England--Derby (Derbyshire),"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",Y,,"Rosetti, William Michael, 1829-1919",1858-07-17
ksrl_sc_ms23_W.6.4_001.TIF & ksrl_sc_ms23_W.6.4_002.TIF,2,MS23,W,6,4,"Rossetti, William Michael, 1829-1919","Brett, John, 1830-1902.","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1858,1858,2,17,"Letter to ""Dear Rossetti"" [William Michael Rossetti]",2,1,"1858 Feb 17, 34A Gloucester Road, N.W; Summary: I am willing to sell ""The Glacier"" and the ""Bank whereon"" (though I meant to send the latter to the British Artists Exhibition). All I have to send is a Swiss water colour which you may not care to send. Discuss it with you this evening. Marked ""Brett, the Landscape-painter."" Annotator probably W. M. Rossetti.",,"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",C,,"Rosetti, William Michael, 1829-1919",1858-02-17
ksrl_sc_ms23_W.6.5_001.TIF & ksrl_sc_ms23_W.6.5_002.TIF & ksrl_sc_ms23_W.6.5_003.TIF,3,MS23,W,6,5,"Rossetti, William Michael, 1829-1919","Corbould, Edward Henry, 1815-1905.","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1858,1858,3,3,Letter to William Michael Rossetti,2,1,"1858 Mar 3, 10 Hyde Park Gate —; Summary: Glad that one of my works to be bought in Philadelphia. Shall send other pictures: The flight of fayre Helen—, and Paul and Silas. Ruxton's suggestion that the pictures remain until the New York season. Sold my Rutland house. Marked ""Edward Cabould, water-colour Painter."" Annotator probably W. M. Rossetti.",England--London,"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",Y,,"Rosetti, William Michael, 1829-1919",1858-03-03
ksrl_sc_ms23_W.6.6_001.TIF & ksrl_sc_ms23_W.6.6_002.TIF & ksrl_sc_ms23_W.6.6_003.TIF,3,MS23,W,6,6,"Rossetti, William Michael, 1829-1919","Davidson, Charles, 1824-1902","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1857?,1857,12,5,"Letter to ""Dear Sir""",2,1,"1857 [?] Dec 5 [?], Red Hill, Reigate; Summary: Have sent Mr Green ten [?] drawings for the American Exhibition. Herewith a corrected list of my contributions: ""List for New York Exh'n"" [5 titles, priced]. Marked ""Charles Davidson, Water-colour Landscapist."" Annotator probably W. M. Rossetti.",England--Reigate (Surrey),"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",Y,,,1857-12-05
ksrl_sc_ms23_W.6.7_001.TIF & ksrl_sc_ms23_W.6.7_002.TIF & ksrl_sc_ms23_W.6.7_003.TIF,3,MS23,W,6,7,"Rossetti, William Michael, 1829-1919","Fripp, George Arthur, 1813-1896","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1858,1858,3,4,Letter to W. M. Rossetti,2,1,"[1858 Mar 4 penciled in], 56 Camden Square NW.; Summary: After our Gallery opens in May I'll finish a picture for America. Glad that the panic subsiding so that the Exhibition probably will be attractive. To be supported by British Artists good chance of a sale necessary. Marked ""Geo. Fripp, water-colour Landscapist."" Annotator probably W. M. Rossetti.",,"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",Y,,"Rosetti, William Michael, 1829-1919",1858-03-04
ksrl_sc_ms23_W.6.8_001.TIF & ksrl_sc_ms23_W.6.8_002.TIF,2,MS23,W,6,8,"Rossetti, William Michael, 1829-1919","Harding, James Duffield, 1798-1863","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1858,1858,2,3,"Letter to ""Wm Rossetti""",2,1,"1858 Feb 3, 3 Abercorn Place NW; Summary: Your letters of 27 Jan and 1 Feb assure me that my Pictures will return to me soon. ""The result of this attempt to establish British Art in the New World has been anything but satisfactory."" Marked ""J.D. Harding, the late Landscape painter."" Annotator probably W. M. Rossetti.",,"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",Y,,"Rosetti, William Michael, 1829-1919",1858-02-03
ksrl_sc_ms23_W.6.9_001.TIF & ksrl_sc_ms23_W.6.9_002.TIF & ksrl_sc_ms23_W.6.9_003.TIF,3,MS23,W,6,9,"Rossetti, William Michael, 1829-1919","Horsley [Horsley, John Callcott, 1817-1903?]","1857-1918, undated",1857-1918,"England: London, Derbyshire, Guilford, Liverpool, Reigate, Surrey; France: Paris; Guernsey; United States: Camden (New Jersey)",English,"Letters by and to William Michael Rossetti, including a series (MS 23W:6) concerning an American exhibition of English Artists that William Michael Rossetti sponsored.",,1857,1857,12,17,Letter W. M. Rossetti,3,1,"1857 Dec [?] 17, 2 Tor Villas, Campden Hill; Summary: I may leave my pictures in New York. Are the additional Exhibitions being carried out in the States? Marked ""Horsley, R.A -- painter."" Annotator probably W. M. Rossetti.",,"Provenance: Purchase: Myers 386:304 (21 letters & 3 words by Tennyson). Date of acquisition: Spring 1956 catalogue. Description of lot gave names of nos 1, 3-20, Craig, Greenwood . No. 2 is of unknown provenance, but may also have been part of the lot. Previously part of MS 23W.3 (now obsolete).",Y,,"Rosetti, William Michael, 1829-1919",1857-12-17
